Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
160359,1496093,5341527617,3841252535,1390569240,694875602,162102,4518577433,757296271,989247511,900297453,845933552,3330981,1052197,715603575,995096320,2
160568,1505450,5426695257,3803112274,1426909033,713342556,162914,4521521063,805809408,985599764,890299624,833199737,3379687,1004738,694221802,990591361,2
160641,1514903,5448924393,3767901627,1446142955,722381659,161945,4522548769,778638941,991947884,879623071,829989268,3391989,992941,688882185,996222119,2
160687,1513858,5797961934,3557084648,1629975811,789690029,162673,4523196245,788833688,987791459,881090110,780135554,3608233,824432,608611483,992021995,2
161008,1496088,5055965214,4078607156,1239630349,590971969,163019,4527711923,814059782,987664015,903947151,895518804,3140195,1245762,801953929,994126429,2
161473,1556283,6052850030,3430184745,1764584266,823920278,163971,4534245351,800064412,984765599,837785098,749109152,3748521,728149,561164521,990222084,2
161534,1532140,5785565898,3572269049,1619577311,786614013,163293,4535101726,792175056,989227952,864722799,783864846,3581640,834116,614444098,995139719,2
161579,1502815,5586041208,3687910253,1514690116,751088928,162975,4535733374,801960492,991434269,899049777,811976354,3457158,926985,659305600,998643675,2
161603,1533725,5754908218,3619546920,1589952650,777446118,163875,4536070217,826351745,986135774,863305066,788208959,3561139,847880,621273363,987795231,2
162012,1528138,5889439114,3535895882,1665614404,799715569,163383,4541806745,852268603,991608674,871830175,771178147,3635187,793095,594715735,990567095,2
162019,1575185,5966920014,3502521852,1703606792,809594246,164165,4541904862,715631625,986927786,820564410,761180785,3682852,762632,579396188,987063281,2
162230,1486167,5434072553,3818371778,1423138675,711513713,163470,4544861399,782834863,992414510,923008722,836363769,3349610,1011009,699504353,995491698,2
162310,1574430,5955099512,3525959203,1688930351,805871311,165976,4545981858,796883362,977912469,822826801,763376304,3668966,768561,582743382,984212985,2
162374,1557833,5809771111,3574782703,1625209584,788288933,164508,4546878026,787153384,987027986,840784225,782626017,3578018,828017,612503483,995446531,2
162493,1517497,5466827081,3795352984,1440400169,719732474,163687,4548543870,726706380,992705591,886724766,832026293,3364346,994555,692267752,997142587,2
162787,1570975,6032660979,3470391861,1738322708,817965570,165512,4552656870,814061179,983535937,828878808,754668112,3705862,741469,569523959,990016431,2
162820,1525029,5516299825,3771518838,1462620250,729759001,164278,4553118301,733863080,991124801,879754323,825393551,3387974,969983,681274514,996445900,2
162866,1518137,5722055991,3635925914,1573754836,772164249,164395,4553761431,811566616,990699231,888011038,795826087,3513352,869309,633339161,996720568,2
163117,1524028,5601801040,3718570345,1506439443,747895106,165192,4557269082,731154889,987438859,882517238,813536405,3434223,927932,661841483,997024115,2
163329,1542364,5818152914,3605469962,1613701675,784844127,165504,4560229617,731066371,986858324,862778685,783793359,3562229,829293,614332030,991348625,2
163401,1564022,5727285071,3675948998,1558042582,766846133,166883,4561234645,687674127,979135083,839419123,796404333,3505049,869778,634259861,988203872,2
163479,1560254,6072519204,3441510194,1764492581,823900024,165102,4562323175,810972101,990169713,843881036,751306504,3714556,730054,564461463,995988064,2
163558,1524860,5747716573,3639564508,1579231955,773972506,164798,4563425396,799528763,992475637,883937810,793954493,3514176,861362,630363737,995490556,2
163850,1525584,5585600988,3774236767,1479928614,737169137,166547,4567497120,781488477,983806373,884675620,817727068,3408972,940236,668677558,989595052,2
164103,1561374,5901375941,3563089015,1656252739,797156612,166245,4571022085,727658499,987115402,845887287,774568868,3596141,798466,599956932,993680312,2
164154,1532775,5894302660,3569019467,1651518776,795842826,165847,4571732322,748809415,989791796,878020220,775618862,3590715,801593,601584619,993528294,2
164201,1560469,5706124442,3683300170,1549188005,763760738,166229,4572386756,806868661,987799963,847374461,801312134,3475085,883796,642101137,994735379,2
164326,1532137,5756881804,3663518001,1571408085,771382372,165918,4574126818,842464138,990404899,879672361,794549371,3503330,861280,631308703,992043600,2
164455,1536579,5615290508,3742858071,1500268085,745462526,166145,4575921867,700840386,989828162,875280310,814903852,3414485,928818,664068288,996280459,2
164498,1591267,6167934563,3454119746,1785674793,828484235,168989,4576520060,793909266,973424306,816364993,741985832,3749550,701038,550542975,983090713,2
164571,1551378,5884700029,3602032856,1633716366,790779320,166960,4577535419,774477277,985691184,859266569,777870647,3575782,807570,605082743,988533581,2
164596,1550902,5839204222,3606172305,1619224964,786508532,166206,4577883093,816059813,990313226,859924710,783990920,3547598,826720,614641763,995243287,2
164670,1590236,6328435071,3372340881,1876570398,846186403,167485,4578912052,824574493,983192525,818278589,723545711,3843101,649719,523518396,982419124,2
164698,1546544,5699455173,3690319236,1544434183,762077076,166443,4579301328,813894188,989515930,865313797,803462996,3460549,889587,645552786,997013789,2
164719,1536308,5729178376,3695414894,1550347807,764168597,166293,4579593263,818308726,990534779,876994717,799345554,3478153,875924,638953315,990599870,2
164968,1551497,5758143385,3672202006,1568035575,770251183,166784,4583053362,786258305,989111665,861207281,795925536,3490461,864077,633497459,993346553,2
164981,1541203,5549226251,3828316956,1449521112,723920866,167564,4583233938,793868703,984584994,872818824,825923062,3363555,965465,682148905,988789239,2
164983,1530766,5727412728,3701513026,1547316648,763100254,167334,4583261719,795014504,985950255,884772153,800232485,3471517,878140,640372030,990858303,2
165004,1583383,6078831699,3528829749,1722619716,814252278,170614,4583553401,699228748,967118759,827051171,754018803,3684051,734572,568544355,979385716,2
165330,1540253,5745353992,3688620488,1557588809,766689592,167922,4588079053,776744186,984564262,875744469,798572039,3475083,871769,637717302,993301332,2
165366,1566762,5920672143,3601940718,1643745027,793655948,168206,4588578544,858419850,983115941,846544955,775009734,3580344,796770,600640088,987299158,2
165397,1538645,5713442984,3702837764,1542990363,761561892,166731,4589008618,803990861,991999088,877931501,803194962,3454381,886817,645122146,995417255,2
165817,1563293,6024823693,3554534349,1694968483,807416784,169163,4594831461,736846549,980220261,852625174,762649946,3633417,758221,581634939,985852891,2
165855,1538592,5781032529,3676221130,1572547549,771762548,167630,4595357926,784889499,989411203,880423230,794902624,3485594,858445,631870182,993645905,2
165950,1572499,5952191258,3570544198,1667026349,800097077,167660,4596673824,743243848,989800787,843347118,772265814,3586738,786949,596394487,994205324,2
166007,1524336,5690053538,3735564915,1523210992,754319176,167703,4597463182,774517580,989886883,897790183,807982412,3427599,901109,652835578,994406328,2
166208,1531455,5648854422,3771336328,1497838944,744494565,167540,4600245627,758982227,992049660,890539746,814367885,3398666,922085,663195052,993359376,2
166256,1577223,5975389312,3602287358,1658776416,797851523,169300,4600909842,696476897,982020083,839848572,769976583,3594089,779253,592863938,983428718,2
166265,1527732,5685672845,3740466381,1520043830,753126467,167521,4601034372,755750000,992502433,895192324,809233049,3419645,904597,654858127,995413056,2
166343,1555367,5841850459,3652635429,1599352186,780421996,168381,4602113488,783708911,987896497,864069415,787783515,3511930,834360,620602866,992562551,2
166458,1576623,5907963786,3650398184,1618443657,786274338,170734,4603704032,761183997,974955193,841509108,779237009,3549222,807219,607210317,982735685,2
166639,1586606,5816554036,3674490468,1582955266,775188668,170464,4606206297,768063237,977561245,831856339,791913265,3490512,846797,627126619,992713384,2
166654,1529386,5726117316,3725460256,1537022790,759413364,168540,4606413606,726731205,988809778,895347005,804456729,3435932,887636,647150629,994685265,2
166686,1562858,6005925994,3560949220,1686608155,805271719,168333,4606855834,825832342,990215822,857570728,767051715,3603138,769412,588368333,992346829,2
166757,1565850,5884357894,3640076394,1616547912,785704391,169717,4607836876,743660753,982559201,854660484,783065367,3528702,818440,613191370,991253228,2
166862,1545005,5803276343,3687448381,1573791886,772176558,168545,4609287330,837849916,990014536,878430750,794256047,3477890,853764,630842669,992815074,2
167124,1525144,5370799916,3975550316,1350957600,672369501,168590,4612904570,748729896,991304348,902873663,858885947,3213662,1078753,737685069,996581251,2
167176,1594156,6151699854,3510757001,1752243135,821160684,169856,4613622158,659294548,984221929,826650928,749975172,3679775,718106,562462759,985571508,2
167321,1578125,5882992731,3681704410,1597899254,779966167,170889,4615622535,777333333,979120950,844262532,784570498,3515992,821780,615550866,983588269,2
167563,1560256,5768638251,3727615058,1547541300,763179700,169787,4618959167,819703648,986901235,864960487,800701823,3442668,872887,641123410,992164955,2
168165,1588556,6148503148,3505733646,1753842069,821522035,170374,4627248946,813523163,987034407,837414386,752581374,3656232,723481,566378724,993338833,2
168226,1567559,5669681780,3841188829,1476022667,735526116,171839,4628088111,765896033,978974505,860310436,816287102,3370277,923033,666324633,983510263,2
168313,1526465,5260285073,4083425662,1288203951,630394919,169751,4629284691,798115587,991528769,907724010,880044451,3125299,1156351,774478236,997685924,2
168315,1604519,6330053488,3451358935,1834075680,838284042,171729,4629312195,786459891,980119840,821566944,731322761,3760837,663591,534832981,980924163,2
168344,1550635,5775104099,3744465735,1542303898,761316318,170623,4629710984,778606183,986643067,879808881,801667105,3430538,874014,642670147,991192673,2
168405,1546583,5843296465,3700301966,1579140438,773942481,170625,4630549703,756138957,986989011,884745539,792455035,3469788,844075,627984982,991676479,2
168514,1547595,5670395457,3811117797,1487856256,740453186,170385,4632048020,823023199,989018986,884160718,816882712,3364940,924264,667297366,992842560,2
168532,1539350,5737944065,3767821062,1522881254,754195437,169925,4632295402,788730549,991802266,893752947,807309264,3404661,892100,651748248,992535190,2
168684,1534945,5835431611,3686418716,1582954097,775188288,169806,4634383879,770021546,993392460,899700823,794180137,3459387,848897,630722091,998404118,2
168736,1555860,5774808350,3729350210,1548475746,763509700,169852,4635098142,746916914,993429574,875944485,802641033,3422393,876183,644232628,997578600,2
168744,1573509,6023624915,3578278181,1683386425,804435008,170252,4635208018,735133440,991142542,856445518,769504756,3569682,772066,592137569,996796345,2
168972,1604737,6156769034,3535306222,1741509405,818704878,171065,4638338413,823851780,987764885,824549773,753372164,3643662,724029,567569618,988427828,2
169004,1546598,5664156578,3809707667,1486769347,740006893,170517,4638777598,736035259,991126984,887875269,818970580,3351493,930018,670712811,997195248,2
169030,1570870,5869240816,3682210920,1593944764,778717839,170989,4639134405,782437624,988543123,860781975,790414732,3472307,836023,624755448,995825675,2
169095,1529214,5476732621,3942119678,1389286239,694187650,171300,4640026302,780066430,987127846,908665626,847225275,3238850,1029357,717790667,997216696,2
169128,1572037,6025377946,3609070446,1669509652,800765280,171304,4640479046,770669291,987297436,860002770,770155679,3562614,773148,593139770,990252572,2
169165,1581568,5918558128,3663766662,1615429877,785367124,171119,4640986615,683992399,988581046,849854618,784141427,3498690,815949,614877777,993291932,2
169310,1542564,5768799274,3767857755,1531055483,757233558,171788,4642975203,750827058,985575244,894141166,804842565,3407241,881914,647771554,991774189,2
169361,1602094,5870730698,3693906890,1589301212,777237489,171156,4643674434,799472246,989512492,829177073,790987472,3466401,837022,625661181,994364073,2
169410,1566793,5734514258,3800423610,1508914491,748860131,172175,4644346146,746181222,983940758,867212764,809893556,3384992,898357,655927573,989738619,2
169553,1587350,6252960707,3487432745,1792998221,830025772,171550,4646305893,781537511,988359079,845609688,743056947,3687909,693503,552133627,989974610,2
169559,1575747,5914136202,3681300911,1606534305,782653269,172319,4646388102,736655747,983983194,858139183,785641038,3487952,819685,617231840,991604125,2
169969,1592346,6013500192,3635449397,1654128427,796568728,172267,4652002281,745631775,986660243,842373509,773593104,3537998,781606,598446291,989907021,2
170021,1556114,5832122412,3735774606,1561154788,767915236,171568,4652713839,791959345,990983167,882327083,797773694,3430237,857083,636442866,993585828,2
170067,1545389,5495836288,3967035677,1385376068,692074931,171795,4653343203,785383763,989941500,894858322,846703388,3231571,1024516,716906627,993185283,2
170146,1599868,6110735400,3575056244,1709269724,811000707,173278,4654423870,811022346,981924999,835340050,761679825,3591466,745661,580156156,991643352,2
170186,1602527,5814943271,3813481079,1524838632,754928506,174345,4654970947,777701616,976145000,832765997,800518720,3416816,865540,640830222,977162679,2
170292,1550861,5846314867,3725058108,1569456019,770728712,171705,4656420391,806039665,991770770,889730259,796471024,3433112,852212,634366093,995609682,2
170598,1620307,6144028157,3574440405,1718878331,813349954,172462,4660602105,685226095,989191822,816562033,758558064,3601466,735554,575410337,989060359,2
170659,1555849,5720621470,3815330734,1499377608,745108382,172297,4661435267,797062258,990493160,885939714,814847703,3352077,911590,663976780,995551916,2
170711,1565459,5926428157,3688767858,1606614562,782677998,172417,4662145385,793340459,990105384,875362575,786670362,3471615,820130,618850259,994253838,2
170723,1599105,6210104080,3531574058,1758452175,822557504,172911,4662309243,796297506,987346091,838972905,750761852,3637532,712845,563643359,991139890,2
170889,1600630,5957016209,3686053094,1616096148,785568214,173595,4664575356,819564342,984411993,838189213,783038889,3485898,808403,613149902,990909195,2
171028,1553271,5641230320,3877362456,1454914361,726349373,172608,4666472038,788961878,990846311,890804933,827208211,3298425,952677,684273424,995559231,2
171035,1631451,6142500673,3611593732,1700772880,808884201,175736,4666567534,787744105,973249647,807507914,759717871,3591371,737988,577171244,981637198,2
171055,1550608,5818116212,3766415788,1544735510,762184370,172890,4666840369,816803553,989386315,894008395,802122233,3401313,868538,643400077,993882946,2
171116,1598192,6137203747,3619939189,1695388631,807523598,174786,4667672417,673960992,979002895,841865241,760553602,3586575,740251,578441782,980683621,2
171217,1599366,6024211213,3626898829,1660981322,798455576,173525,4669049744,786445271,986699323,841125944,775047484,3518466,783152,600698603,997749159,2
171230,1557612,5739713915,3818102750,1503289537,746658233,172843,4669226994,784634489,990667832,886892846,813494725,3352049,905543,661773668,994837431,2
171308,1592272,6034213539,3633694615,1660627592,798358861,173826,4670290354,786621177,985514250,849088566,773968359,3522435,779679,599027021,994760800,2
171423,1547307,5652782103,3875673868,1458528838,727957392,173027,4671857687,768265137,990729770,899758534,826470506,3297563,949035,683053498,996253224,2
171566,1554742,5753363955,3816426689,1507526392,748319647,173000,4673805898,828037221,991710983,891916973,812360548,3353441,900877,659929660,994861380,2
171620,1583298,5661217778,3899038980,1451952085,725019858,174696,4674541375,790263759,982392270,860304977,825713046,3298693,945885,681802034,989943885,2
171708,1535096,5521854312,3973292133,1389742845,694432781,172804,4675739682,735067103,993657554,915649608,846769838,3215840,1019849,717019159,996472245,2
171799,1542958,5601733753,3920910174,1428681991,714195937,173474,4676978518,802139362,990344374,906822498,834916246,3260632,977357,697085138,995912983,2
171896,1565283,5633965749,3917292610,1438229489,718720280,173913,4678298673,818614752,988402247,881637182,830374000,3277543,961221,689520980,991689406,2
171914,1595676,5985416463,3683583724,1624889486,788194304,174673,4678543610,815980331,984204771,848460607,781657156,3481634,801730,610987909,992787830,2
171994,1534393,5683886482,3873556881,1467355884,731820039,173315,4679632061,783425419,992378040,918015352,823315539,3304700,936650,677848476,994644950,2
172005,1556172,5993133524,3672030392,1632103464,790310728,173578,4679781703,737807232,990937792,892556551,780857240,3484279,799060,609738029,995155550,2
172351,1588837,6014149897,3678191115,1635083580,791175231,173929,4684486191,832754330,990927332,857955933,778910781,3489478,792303,606702004,992008485,2
172359,1545501,5688688779,3873404908,1468653269,732380204,173829,4684594910,757455504,991543413,906786924,823492916,3300488,936262,678140582,995953383,2
172546,1574542,5971470818,3709714791,1609684612,783620587,174186,4687135484,750382702,990584777,874593531,784921442,3460799,810328,616101670,991729378,2
172746,1599927,6017414307,3694322407,1628827602,789353849,176302,4689851153,796519670,979830064,848042327,779379799,3483389,792827,607432871,989403427,2
172941,1635318,6431323080,3477146650,1849597882,841242452,175771,4692497417,721399074,983899506,812649731,729631735,3718796,650125,532362468,984656495,2
172967,1599260,6044735422,3701859160,1632891788,790539965,175602,4692850140,746432193,984994476,849835692,776353275,3494733,783125,602724407,984183735,2
173108,1591411,5726616553,3889848630,1472195218,733899802,175235,4694762519,761168566,987862014,858938939,819814366,3308118,921771,672095595,989455921,2
173366,1577459,5867185949,3787793860,1548971820,763684588,175139,4698259751,776228598,989876612,875502988,800768851,3384277,858370,641230753,993248366,2
173392,1608021,6202462774,3580876099,1732107619,816509971,175368,4698612041,839040914,988732266,842666032,757539741,3577133,726669,573866459,993998465,2
173520,1589015,5890605955,3772629071,1561406077,768001215,175941,4700346006,807009711,986239705,863581657,797939302,3394771,848926,636707130,994158382,2
173809,1558175,5678900550,3914866953,1450598607,724408867,175580,4704258624,818340615,989913430,899600443,828374891,3267322,949029,686204960,995407960,2
173967,1605550,6049398200,3700099489,1634928525,791130390,176528,4706396327,725343040,985492386,848064860,777994136,3477325,785833,605274876,989581160,2
174024,1563305,5805057915,3828731952,1516182900,751659786,175448,4707167285,748348700,991883635,894811541,810873441,3335780,889589,657515737,996914117,2
174090,1619733,6208005824,3627850013,1711207961,811478333,176752,4708059816,815104411,984939350,833867079,758385213,3565975,727642,575148131,984198060,2
174091,1588111,5847234815,3832498299,1525697954,755249221,176822,4708073338,750871245,984555089,867410103,805179454,3358723,870813,648313954,989131273,2
174325,1617626,6081851597,3696825682,1645155093,794055374,177123,4711236394,766075164,984203068,837169313,774638499,3488801,774912,600064804,987199669,2
174465,1578182,6066889824,3679978451,1648621018,795031959,176301,4713127806,808262143,989585992,880245893,776860623,3477425,781286,603512427,994963272,2
174621,1591312,5905548666,3799937603,1554117273,765486391,177034,4715234486,766365599,986369850,866554056,798441390,3381924,847844,637508653,990763210,2
174668,1618159,6317654455,3565245112,1772011252,825548959,178496,4715869006,754880394,978554141,838264019,746458838,3616950,692701,557200797,987366083,2
174927,1615125,6392340940,3513940655,1819137421,835354851,177314,4719364087,720575877,986538006,842663986,738284164,3654291,669695,545063507,991545422,2
175054,1619861,6076671569,3700827940,1641976246,793153169,177343,4721076946,768168155,987092809,838351999,776918234,3471313,780144,603601943,991100052,2
175144,1584943,6016749503,3729726482,1613187866,784688244,176889,4722290406,821994443,990135056,876148722,784857406,3435316,804099,616001147,993725576,2
175276,1595654,6087309670,3687638602,1650733797,795623672,177114,4724069585,789343085,989622503,865077202,776052122,3472985,777045,602256896,994165812,2
175387,1587972,6032318039,3722073688,1620687430,786945804,176888,4725565194,797228131,991514405,874020427,783374677,3439433,798996,613675884,994576791,2
175512,1606945,6023650349,3744872145,1608506276,783259578,177479,4727248872,785074320,988916999,854111666,784781420,3432045,803022,615881877,990649864,2
175545,1617952,6285570239,3585796123,1752907868,821311050,177735,4727693263,730831519,987678285,842688489,752150256,3580603,706894,565730007,991672581,2
175717,1585869,5936952925,3803224308,1561031494,767873032,178427,4730008806,802206883,984811716,877988898,796706470,3378702,839698,634741199,990851002,2
175738,1572654,5757955136,3930693544,1464870021,730741362,178091,4730291440,744810341,986787654,892913061,821522803,3276443,920579,674899715,988640360,2
175822,1591722,6060950910,3742659261,1619423647,786568021,178759,4731421808,732494001,983570058,872064569,780640180,3447208,789680,609399090,986875297,2
175965,1569123,5878046796,3820314188,1538629156,759994769,177068,4733345503,807641997,993770755,898094799,805258220,3340464,866417,648440802,997709923,2
176119,1613423,6122088113,3696122782,1656354097,797184595,177629,4735416300,685048038,991499136,850197038,773496920,3476109,767551,598297485,990992491,2
176276,1616130,6211599639,3655225515,1699375213,808532472,178364,4737526506,800454091,988293602,848106647,762690254,3523792,735500,581696423,988520484,2
176352,1626129,5888901819,3863377341,1524288543,754722846,180410,4738547670,764090121,977506790,838069940,804657272,3339288,863530,647473325,986936171,2
176478,1581113,5958924511,3792914862,1571067300,771268473,177909,4740240167,819531903,991956562,887104165,795485856,3376582,834040,632797747,994167848,2
176492,1593206,5875180638,3835110041,1531945779,757560793,178253,4740428185,752711376,990120783,873757712,806856585,3328865,870285,651017548,997323585,2
176521,1635591,6207569629,3688891317,1682773791,804275259,181196,4740817626,744814346,974199210,829195275,763715578,3516618,737958,583261484,981497139,2
176570,1601037,6104912665,3696681420,1651457611,795825763,178203,4741475576,802714965,990836293,865613546,776665587,3457503,776030,603209434,996174810,2
176818,1633063,6436465922,3538156187,1819158223,835358987,178964,4744804209,730701203,988008762,833163929,737175380,3640164,663108,543427540,988580678,2
176826,1632597,6402908694,3549426494,1803927678,832286350,179666,4744911545,809576134,984192891,833677343,741055631,3621022,673619,549163449,990651145,2
176920,1640204,6270168971,3629134490,1727731223,815473983,180242,4746172566,717882547,981569224,826401433,756944923,3544070,717694,572965616,989930584,2
176994,1647738,6197310338,3676512763,1685649074,805023230,179689,4747165049,746344055,985001864,819204055,766004087,3501424,743616,586762262,989075263,2
177711,1607597,6079823028,3752245473,1620315907,786834855,179829,4756770677,747658715,988222144,864111531,782386371,3421186,790754,612128434,991841439,2
177713,1616237,6012761197,3793922209,1584840402,775800430,180176,4756797444,767758241,986330033,854907196,791116974,3383411,817518,625866066,991897828,2
177893,1612656,6108765588,3764234083,1622844237,787588085,181791,4759205841,717889427,978557794,859577917,779078158,3433955,780366,606962776,985006043,2
177906,1637486,6283163667,3653822061,1719614026,813527929,180773,4759379733,790001643,984140331,833768087,757481419,3531732,717225,573778101,986676870,2
178043,1635951,6329955102,3623502487,1746916174,819948488,181333,4761211907,816112028,981856584,835976722,752171513,3555296,701977,565761985,988338762,2
178177,1609793,5932555045,3853183285,1539650364,760363207,181200,4763003279,724046569,983316777,864015308,802858674,3329585,853348,644582051,992430989,2
178200,1593538,5780201216,3959361941,1459881996,728555411,180886,4763310686,757266701,985150869,881845931,824073507,3243659,922739,679097145,991401695,2
178573,1634814,6198859140,3732696081,1660692166,798376522,183684,4768293250,664534328,972175040,839631962,769221101,3471331,749688,591701102,982633384,2
178603,1614083,6045212049,3773680425,1601940643,781230349,180147,4768693767,812156681,991429222,861483347,788838130,3384720,808452,622265595,996832548,2
178848,1643858,6505139940,3516060806,1850121570,841340788,180604,4771963391,803211986,990277070,831697417,733568138,3637245,649702,538122213,995591513,2
179122,1642560,6191034092,3698831772,1673780932,801906351,180813,4775617381,799352029,990647796,834288599,771376366,3456323,754848,595021498,995935638,2
179166,1593298,5841270946,3927594104,1487238954,740199870,181118,4776203893,765614317,989222496,886893435,817665186,3260256,898946,668576356,994332800,2
179180,1624796,6197963023,3725204849,1663791194,799221230,181677,4776390495,800911854,986255828,852907069,770638753,3459071,752563,593884088,988099115,2
179387,1617553,6216396129,3702418890,1679009403,803289120,181149,4779148692,822261337,990273201,861556557,768797321,3465355,746749,591049321,992377368,2
179474,1655841,6114539473,3776808177,1618970090,786432179,183984,4780307459,788065338,975486999,822572417,781793540,3406922,785073,611201139,989516363,2
179496,1606140,5946168788,3860202110,1540377581,760625022,181511,4780600436,781402638,988898744,874375223,803979942,3312703,853774,646383747,995675032,2
179725,1592405,5915388324,3889329689,1520927460,753460170,181562,4783648996,797261210,989882244,890658652,808678777,3291355,868278,653961365,994627797,2
179759,1663533,6372804154,3625224248,1757906192,822435365,182091,4784101455,776483344,987193217,816277201,750705865,3545193,694543,563559296,990684375,2
180012,1635838,6286451234,3652951232,1720923942,813844155,181815,4787466939,801132191,990083326,845338670,761553182,3492240,724577,579963249,998072640,2
180028,1630826,6256249768,3714404252,1684321184,804678357,183263,4787679696,674610848,982347773,850618193,765263516,3475154,735187,585628249,986386066,2
180089,1610860,6091865542,3777149640,1612820810,784576773,181809,4788490747,715274689,990539522,872130461,786046690,3382697,796593,617869400,996512625,2
180097,1628676,6051446051,3819444587,1584378543,775650795,182527,4788597104,733963387,986686901,853192343,791314516,3360104,812698,626178664,992104039,2
180261,1594528,5780660713,4013581787,1440274802,719674178,182710,4790776905,774716349,986596245,890937708,828759400,3206828,933188,686842143,989241432,2
180547,1649901,6585985792,3518995746,1871552644,845284988,182425,4794575895,834413244,989705358,833459246,727996696,3647796,632016,529979188,991883952,2
180805,1631287,6315071809,3699237547,1707127950,810470702,184775,4798000374,737714617,978514409,853806683,759769725,3492753,717919,577250035,985439670,2
180948,1578418,5715790899,4042273452,1414004017,707001977,182446,4799897386,739801300,991789351,912682244,839760843,3158803,969002,705198274,997153192,2
181020,1593456,5948962104,3888031964,1530070267,756870603,182766,4800852241,784145549,990446801,895893267,807006694,3286356,859811,651259804,996473263,2
181118,1654091,6323590715,3703584897,1707424263,810544168,185974,4802151600,770472277,973888823,831864671,759402658,3491420,716259,576692398,984658592,2
181168,1672524,6530310214,3601947076,1812994493,834126191,186215,4802814402,752708901,972896920,813854253,735464969,3604561,650549,540908721,980664533,2
181181,1601361,5760441326,4033586388,1428118992,713925403,183119,4802986716,768292321,989416718,887859041,833787976,3179385,947863,695202390,992831736,2
181460,1662937,6459213641,3601997962,1793230787,830074370,184707,4806683345,817188612,982420807,824592115,744159214,3559580,673352,553772936,993042677,2
181748,1602238,5875345751,3959814683,1483742604,738757487,183366,4810496240,820354957,991176118,889662836,818759686,3232688,896127,670367423,994652706,2
181822,1603247,5795137629,4019407076,1441789179,720377032,183395,4811475455,766269671,991422885,888905151,830260774,3187259,934233,689332953,993872793,2
181877,1596933,5966735480,3899349480,1530187410,756913805,183602,4812203120,788400935,990604678,896219223,806505188,3280643,856185,650450618,995311346,2
181985,1622689,5976705159,3906550596,1529918789,756814721,184037,4813631670,771816208,988850068,868510099,805398885,3284175,852413,648667364,992408388,2
181992,1639252,6429683401,3637281438,1767716771,824610109,184472,4813724247,808117049,986556225,851080651,748672049,3532948,684674,560509837,990822639,2
182090,1621335,6170719422,3793651246,1626591118,788696578,183882,4815020132,770881842,990254620,870463257,780301259,3388829,774959,608870054,990382622,2
182178,1655890,6359195747,3683386072,1726453763,815169845,183979,4816183487,796302124,990210839,834916083,757357326,3490650,708418,573590119,990276820,2
182361,1634593,6084481311,3852641755,1579301087,773995183,184578,4818601837,827034014,987988818,857674622,791949484,3336504,809583,627183986,990512350,2
182494,1653298,6142726257,3870123388,1587217161,776567947,189173,4820358674,745603857,964693693,838988820,784726272,3365988,787345,615795322,977400902,2
182755,1630171,6168017129,3796072900,1624841591,788180139,184677,4823804443,824029903,989592640,864197102,782067290,3375020,778812,611629247,993800638,2
182835,1612474,5727845688,4087107613,1401442348,700603718,184739,4824860124,813619737,989693568,883657075,842351625,3132795,972939,709556261,994402192,2
182940,1636335,6242977590,3764219040,1658505396,797777077,185434,4826245355,792689268,986550471,858566817,773067865,3412582,751854,597633924,991179087,2
182972,1640716,5874675312,3989277317,1472616428,734079576,185353,4826667442,832504493,987154241,854137270,821605823,3210696,902471,675036128,994069291,2
182976,1623533,6174970769,3803828735,1623356676,787740233,184527,4826720200,793546708,991594726,872331896,781658793,3374744,777122,610990469,991855457,2
183019,1641758,6246280809,3759565751,1661436778,798579995,184890,4827287315,716751846,989880469,853272521,772825856,3412914,750986,597259804,992309405,2
183093,1626402,6066280630,3868273814,1568213865,770311209,185169,4828263124,775817797,988788620,869812822,795918194,3313224,820171,633485772,993441171,2
183153,1627014,6086434692,3851108888,1580436926,774367242,185326,4829054176,768578395,988274716,869443412,793412633,3323142,812316,629503607,994890745,2
183243,1653910,6210828564,3804553283,1632472488,790418086,187180,4830240511,783571942,978966770,841808896,777712742,3389395,764854,604837109,987379940,2
183410,1635855,6144548917,3842737318,1599003108,780312618,185080,4832441049,754252204,990976875,861277820,786459855,3350171,790593,618519103,989013968,2
183422,1639468,6215491780,3804153140,1633870023,790823874,186364,4832599133,789931094,984213689,857542001,777508732,3388629,763880,604519828,987706826,2
183483,1669563,6341044843,3749097183,1691352487,806493607,187798,4833402646,763253132,977023184,827180091,762240729,3455930,719637,581010930,982694280,2
183612,1610186,5903071646,3969258522,1487197574,740182875,185076,4835101439,797979974,992089736,889936117,819082290,3214971,892621,670895797,997754602,2
183754,1630759,6255357421,3760671770,1663361709,799104499,185287,4836970739,822621947,991726349,868294595,773252496,3404202,750724,597919423,994556272,2
183825,1594423,5822252398,4027620548,1445581163,722124320,185116,4837905118,797851563,993025995,908672401,830933595,3167280,931390,690450640,998102439,2
183924,1623448,6311129490,3731654798,1691241508,806465163,185666,4839207683,760975610,990617561,876943276,766773632,3431379,731673,587941803,994351582,2
184018,1653655,6278334712,3761729395,1669002220,800629029,186286,4840444138,827895551,987825172,845629945,770975802,3411805,743579,594403687,992061073,2
