feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,target
43,1,33331,11,15,2,4,2,1,1,0,1977,70,1,1
47,3,262244,1,13,1,6,1,2,1,0,0,60,1,1
30,3,208043,1,13,2,6,2,1,1,0,0,55,1,1
44,3,147265,6,10,2,2,2,1,1,0,0,40,1,1
46,3,146919,2,9,2,1,3,1,2,0,0,40,1,1
32,3,255885,1,13,2,2,2,1,1,0,0,43,1,1
52,3,213209,6,10,2,7,2,1,1,0,0,40,1,1
51,3,123703,2,9,2,10,2,1,1,4386,0,40,1,1
40,3,210648,1,13,2,4,2,1,1,0,0,44,1,1
53,3,151411,1,13,2,4,2,1,1,0,0,45,1,1
61,3,230292,6,10,2,1,2,1,1,7688,0,40,1,1
46,3,251474,1,13,2,2,2,1,1,0,0,60,1,1
43,5,113324,1,13,2,4,2,1,1,0,0,40,1,1
35,3,36214,1,13,2,2,2,1,1,4386,0,47,1,1
45,3,119904,2,9,3,11,1,1,2,0,0,50,1,1
32,3,177792,1,13,3,2,1,1,2,0,0,48,1,1
79,7,183686,1,13,2,6,2,1,1,0,0,20,1,1
50,4,32801,1,13,2,2,3,4,2,0,0,40,1,1
45,3,174533,6,10,2,8,2,1,1,7298,0,50,1,1
44,2,127482,2,9,2,7,2,1,1,7298,0,50,10,1
46,3,328216,1,13,2,2,2,1,1,15024,0,40,1,1
39,3,110713,1,13,2,6,2,1,1,0,0,50,1,1
45,2,225456,1,13,2,2,2,1,1,0,0,50,1,1
53,3,278114,9,4,2,2,2,1,1,0,0,40,1,1
43,3,118308,1,13,2,4,2,1,1,0,1977,50,1,1
43,3,198965,6,10,2,6,2,1,1,0,0,38,1,1
37,2,137527,10,16,1,4,1,1,2,0,2559,60,1,1
26,3,84619,1,13,2,7,2,1,1,0,0,40,1,1
36,3,447346,2,9,2,6,2,1,1,0,0,50,1,1
38,3,326886,8,11,2,2,2,1,1,0,0,45,1,1
34,3,73161,2,9,2,6,2,1,1,0,0,40,1,1
50,3,148953,2,9,2,8,2,1,1,0,0,50,1,1
32,3,168854,1,13,2,6,2,1,1,0,1848,50,1,1
39,2,195253,11,15,2,4,2,1,1,0,0,45,1,1
66,3,186324,1,13,2,6,2,1,1,0,0,5,1,1
51,3,311350,1,13,2,2,2,1,1,0,0,40,1,1
65,7,115922,1,13,2,2,2,1,1,0,0,40,1,1
33,5,182971,6,10,2,13,2,1,1,0,1887,40,1,1
34,3,118710,8,11,2,5,2,1,1,0,0,40,1,1
34,3,176831,1,13,3,4,5,1,2,0,0,40,1,1
34,3,202450,2,9,2,7,2,1,1,0,0,55,1,1
27,3,300783,6,10,2,6,3,1,2,0,0,42,1,1
41,7,93227,1,13,2,2,2,3,1,0,1977,60,22,1
48,1,85384,6,10,2,7,2,1,1,0,0,40,1,1
42,3,69019,6,10,2,7,2,2,1,0,0,40,1,1
60,2,52900,2,9,2,7,2,1,1,0,0,42,1,1
42,3,37937,1,13,2,2,2,1,1,0,0,55,1,1
29,3,216481,4,14,2,2,3,1,2,0,0,40,1,1
53,3,608184,1,13,2,2,2,2,1,0,1902,40,1,1
45,3,20534,6,10,2,10,2,1,1,0,0,84,1,1
46,7,182655,8,11,2,2,2,1,1,0,0,60,1,1
51,3,142717,10,16,3,7,1,1,2,4787,0,60,1,1
64,7,185912,11,15,2,4,2,1,1,99999,0,35,1,1
32,3,132601,11,15,2,4,2,1,1,0,0,40,1,1
62,3,153891,1,13,2,2,2,1,1,0,0,50,1,1
52,3,190909,2,9,2,2,2,1,1,0,0,40,1,1
38,4,238342,1,13,2,6,2,1,1,7688,0,42,1,1
34,3,252646,6,10,2,4,2,1,1,7298,0,50,1,1
45,3,205424,6,10,2,6,2,1,1,0,0,65,1,1
34,2,213887,10,16,2,4,2,1,1,0,0,32,11,1
54,3,145098,6,10,2,6,2,1,1,0,0,40,1,1
48,3,123075,8,11,2,11,2,1,1,0,0,40,1,1
33,3,238912,10,16,2,4,2,1,1,0,0,60,1,1
34,3,134737,4,14,2,4,2,1,1,7688,0,55,1,1
67,6,157403,11,15,2,12,2,1,1,6418,0,10,1,1
37,3,197429,2,9,2,3,2,1,1,0,0,45,1,1
48,3,47343,4,14,2,4,2,1,1,0,0,40,1,1
50,3,192982,2,9,2,11,2,1,1,0,1848,40,1,1
40,3,209547,1,13,2,6,2,1,1,0,1977,60,1,1
47,5,174533,8,11,2,2,2,1,1,0,0,40,1,1
37,3,118486,1,13,5,4,5,1,2,4934,0,32,1,1
59,2,75804,2,9,2,9,2,1,1,0,0,65,1,1
36,5,52532,10,16,2,4,2,1,1,0,1887,50,1,1
38,3,196554,11,15,5,4,1,1,1,0,0,35,1,1
35,3,193961,1,13,2,4,2,3,1,0,0,40,14,1
47,2,192755,2,9,2,10,3,1,2,0,0,20,1,1
33,3,156192,4,14,2,4,2,1,1,0,0,45,1,1
66,6,213149,6,10,2,12,2,1,1,0,1825,40,1,1
40,3,188291,11,15,2,4,2,1,1,0,0,40,1,1
30,3,205659,7,12,2,2,3,1,2,0,0,50,19,1
38,2,239045,10,16,2,4,2,1,1,0,0,50,1,1
50,1,276241,1,13,2,2,2,1,1,0,0,40,1,1
47,3,34248,8,11,2,6,2,1,1,0,0,40,1,1
47,3,431515,8,11,2,7,2,1,1,0,0,40,1,1
36,3,172104,11,15,1,4,1,5,1,0,0,40,4,1
53,2,35295,1,13,1,6,5,1,1,0,0,60,1,1
34,3,208785,7,12,3,6,1,1,1,0,0,50,1,1
46,3,100067,3,7,2,5,3,2,2,0,0,35,1,1
34,3,381153,2,9,2,2,2,1,1,0,0,40,1,1
39,5,229651,1,13,2,4,2,1,1,0,0,50,1,1
54,1,198741,6,10,2,13,2,1,1,0,0,40,1,1
34,3,195136,1,13,2,4,3,1,2,0,1887,40,1,1
31,4,334346,1,13,2,2,2,1,1,0,0,40,1,1
48,6,353824,6,10,2,12,2,1,1,0,0,40,5,1
45,3,114032,11,15,2,4,2,1,1,0,0,60,1,1
45,3,192053,2,9,2,2,2,1,1,0,0,60,1,1
48,3,240231,1,13,2,2,2,3,1,0,0,40,30,1
34,3,99872,4,14,2,2,2,3,1,3103,0,40,4,1
59,3,121912,6,10,2,2,2,1,1,0,0,40,1,1
49,1,175109,6,10,2,4,2,1,1,0,0,50,1,1
29,3,144259,1,13,2,3,2,2,1,4386,0,80,5,1
32,3,200246,1,13,2,2,2,1,1,0,0,40,1,1
34,2,312197,2,9,2,8,2,1,1,0,0,75,6,1
35,2,198841,11,15,2,4,2,1,1,0,0,50,1,1
31,3,132996,2,9,2,4,2,1,1,5178,0,45,1,1
37,3,105021,1,13,2,6,2,1,1,0,0,50,1,1
49,3,169711,8,11,2,4,2,1,1,0,0,40,12,1
57,6,300104,12,3,2,12,2,1,1,7298,0,84,1,1
35,1,177974,2,9,2,13,2,1,1,0,0,40,1,1
27,3,193898,1,13,2,6,2,1,1,0,0,45,1,1
32,3,158291,2,9,2,7,2,1,1,0,0,50,1,1
36,3,145576,4,14,2,1,2,1,1,0,1977,40,30,1
57,7,376230,4,14,2,6,2,1,1,99999,0,40,1,1
55,3,185459,4,14,2,6,2,1,1,0,0,50,1,1
64,4,388594,11,15,2,4,2,1,1,15024,0,45,5,1
59,3,108496,4,14,2,2,2,1,1,0,0,45,1,1
39,3,80638,6,10,2,5,2,3,1,0,0,84,1,1
39,3,165215,4,14,2,4,3,1,2,0,1902,18,1,1
36,3,272944,1,13,2,2,2,1,1,0,1887,40,1,1
44,2,124692,2,9,2,4,2,1,1,0,1902,40,1,1
39,3,179731,4,14,2,2,3,1,2,0,2415,65,1,1
32,7,113543,11,15,2,4,2,1,1,0,0,40,1,1
47,7,105779,1,13,1,6,4,1,1,0,0,40,1,1
39,3,187098,11,15,2,2,3,1,2,15024,0,47,1,1
62,3,121319,1,13,2,4,2,1,1,3103,0,40,1,1
32,3,29312,13,6,2,8,2,1,1,0,0,80,1,1
50,4,172046,6,10,2,2,2,1,1,0,0,40,1,1
69,2,58213,1,13,2,4,2,1,1,20051,0,45,1,1
56,3,213105,2,9,2,6,2,1,1,0,0,36,1,1
44,3,112262,1,13,2,11,2,1,1,5178,0,40,1,1
61,3,219886,6,10,2,11,3,1,2,0,0,40,1,1
34,3,122616,6,10,2,11,2,1,1,0,0,84,1,1
60,2,148492,2,9,2,7,2,1,1,0,1485,50,1,1
23,3,106957,3,7,1,7,4,3,1,14344,0,40,38,1
31,3,137444,2,9,2,10,2,1,1,0,0,40,1,1
46,3,220269,6,10,2,11,2,1,1,0,0,40,1,1
43,6,116632,6,10,2,12,2,1,1,0,0,45,1,1
32,3,256362,2,9,2,7,2,1,1,0,0,40,1,1
51,5,166461,10,16,2,4,3,2,2,0,0,40,1,1
26,3,100147,1,13,2,2,3,1,2,0,0,45,1,1
42,3,183479,8,11,2,6,2,1,1,0,0,40,1,1
43,3,167265,1,13,2,7,2,1,1,0,0,84,1,1
50,7,160107,4,14,2,4,2,1,1,0,0,55,1,1
36,2,313853,1,13,3,5,5,2,1,0,0,45,1,1
33,4,182714,11,15,1,4,1,1,2,0,0,65,1,1
38,3,215419,2,9,2,1,3,1,2,0,0,36,1,1
32,3,193042,11,15,2,6,2,1,1,15024,0,60,1,1
48,3,141944,2,9,2,10,2,1,1,4386,0,40,1,1
67,2,217892,10,16,2,4,2,1,1,10605,0,35,1,1
38,3,237608,1,13,1,6,1,1,2,0,2444,45,1,1
45,3,148900,1,13,2,4,2,1,1,0,0,50,1,1
59,2,32537,2,9,2,9,2,1,1,0,0,40,1,1
33,3,348592,2,9,1,7,1,1,1,0,0,40,1,1
51,2,174824,2,9,1,9,1,1,1,8614,0,40,1,1
46,3,208872,8,11,2,4,2,1,1,0,0,40,1,1
53,3,200190,7,12,2,6,2,1,1,0,0,80,1,1
39,3,188503,1,13,2,2,3,1,2,0,0,60,1,1
25,3,242700,6,10,1,8,1,1,1,10520,0,50,1,1
28,3,215955,1,13,2,2,2,1,1,3103,0,40,1,1
28,3,109001,4,14,2,4,2,1,1,0,0,38,1,1
68,2,166083,2,9,2,2,2,1,1,0,0,40,1,1
43,5,214242,6,10,2,7,2,1,1,0,0,40,1,1
56,3,220187,6,10,2,11,2,1,1,0,0,45,1,1
33,3,341187,1,13,2,2,2,1,1,0,0,50,1,1
24,2,322931,9,4,2,8,2,1,1,0,1902,40,1,1
61,2,221884,6,10,2,1,2,1,1,0,0,50,1,1
29,2,169544,2,9,2,8,2,1,1,5178,0,40,1,1
53,3,151580,6,10,2,4,2,1,1,15024,0,40,1,1
46,3,380162,2,9,2,11,2,2,1,0,0,40,1,1
33,3,182926,1,13,2,2,2,1,1,15024,0,50,1,1
48,5,334409,1,13,2,4,3,1,2,0,0,50,1,1
51,3,172046,4,14,2,2,2,1,1,0,1977,50,1,1
46,1,164023,6,10,2,13,2,2,1,0,0,70,1,1
56,1,671292,2,9,2,8,2,1,1,0,0,38,1,1
37,7,190759,6,10,2,6,2,1,1,0,0,60,1,1
30,3,162572,1,13,1,2,1,1,1,0,0,70,1,1
41,2,100800,4,14,2,2,2,1,1,7298,0,70,1,1
46,1,192779,7,12,3,1,5,1,1,0,2258,38,1,1
36,3,214604,1,13,2,6,2,1,1,0,0,42,1,1
31,5,178449,11,15,2,4,2,1,1,0,0,40,1,1
30,3,132601,1,13,2,2,2,1,1,99999,0,50,1,1
41,7,253060,1,13,2,6,2,1,1,7688,0,45,1,1
50,3,108435,4,14,2,2,2,1,1,99999,0,60,1,1
47,3,183522,6,10,2,2,3,2,2,0,0,40,1,1
27,2,442612,2,9,2,6,2,1,1,0,0,65,1,1
49,3,185385,4,14,2,4,2,1,1,0,0,50,1,1
51,3,163826,2,9,2,8,2,1,1,0,0,40,1,1
26,3,202033,1,13,2,8,2,1,1,0,0,40,1,1
47,1,120429,10,16,2,4,2,1,1,15024,0,50,1,1
47,7,362835,1,13,2,2,2,1,1,0,0,50,1,1
48,1,44434,4,14,2,4,2,1,1,0,0,61,1,1
27,3,81540,2,9,2,7,2,1,1,0,0,40,1,1
50,3,24013,6,10,2,2,2,1,1,0,0,84,1,1
41,2,113324,8,11,2,9,2,1,1,0,0,70,1,1
46,3,31432,2,9,2,1,3,1,2,3103,0,52,1,1
31,3,124569,6,10,2,1,3,1,2,0,0,40,1,1
42,3,93770,2,9,2,10,3,1,2,0,0,40,1,1
37,5,221740,1,13,2,4,3,1,2,0,0,30,1,1
59,3,157932,13,6,2,7,2,1,1,0,0,40,1,1
38,3,354739,8,11,2,4,2,3,1,0,0,36,14,1
48,5,189762,2,9,2,7,2,1,1,0,0,40,1,1
24,3,235071,3,7,2,7,2,1,1,0,0,50,1,1
80,6,29020,11,15,2,12,2,1,1,10605,0,10,1,1
33,3,196385,4,14,2,4,2,1,1,0,0,37,1,1
44,2,104973,4,14,2,9,2,1,1,0,0,40,1,1
48,5,238959,4,14,3,2,5,2,2,9562,0,40,1,1
38,3,102945,1,13,2,6,2,1,1,0,0,52,1,1
52,7,181855,11,15,2,4,2,5,1,99999,0,65,1,1
60,3,325971,2,9,2,10,2,1,1,7688,0,40,1,1
35,5,308945,2,9,2,7,2,1,1,0,0,40,1,1
29,3,208577,2,9,2,4,2,1,1,0,0,40,1,1
53,2,46704,4,14,2,4,2,1,1,0,0,50,1,1
51,3,146767,1,13,2,4,2,1,1,0,0,40,1,1
31,3,226443,6,10,2,7,2,1,1,0,0,55,1,1
49,1,324791,1,13,2,4,2,1,1,0,0,50,1,1
64,3,43738,10,16,7,4,1,1,1,0,0,80,1,1
54,5,173050,4,14,2,4,2,1,1,7688,0,40,1,1
64,4,175534,10,16,2,4,2,3,1,0,0,40,29,1
43,3,115323,1,13,2,2,2,1,1,3103,0,40,1,1
47,3,168262,4,14,5,2,1,1,1,99999,0,50,1,1
49,3,196571,1,13,2,6,2,1,1,0,0,45,1,1
65,3,344152,4,14,2,4,2,1,1,5556,0,50,1,1
46,5,200947,1,13,2,13,2,1,1,0,0,40,1,1
44,4,251305,7,12,2,1,2,1,1,0,0,40,1,1
30,3,169583,1,13,6,2,3,1,2,0,0,40,1,1
43,1,101383,2,9,2,7,2,1,1,0,0,40,1,1
40,3,83953,6,10,2,8,2,1,1,0,0,50,1,1
47,3,119939,2,9,2,7,2,1,1,0,0,40,1,1
39,3,297449,1,13,2,4,2,1,1,0,0,40,1,1
39,3,38312,6,10,4,7,5,1,1,0,0,40,1,1
29,3,152951,2,9,2,7,2,1,1,0,0,40,1,1
47,3,175958,11,15,2,6,2,1,1,0,0,45,1,1
69,3,228921,1,13,7,4,1,1,1,0,2282,40,1,1
48,3,200471,1,13,2,8,2,1,1,0,0,45,1,1
56,7,35723,9,4,2,7,2,1,1,0,0,50,1,1
31,3,114691,2,9,2,10,2,1,1,0,0,40,1,1
45,2,192203,6,10,2,7,2,1,1,0,1485,40,1,1
45,7,311231,11,15,2,4,2,1,1,0,1485,50,1,1
43,3,163847,1,13,2,9,2,1,1,0,0,50,1,1
52,5,152795,2,9,2,13,2,1,1,0,0,52,1,1
33,3,594187,4,14,2,4,2,1,1,0,0,45,1,1
44,4,29591,1,13,3,11,1,1,1,0,2258,40,1,1
60,3,282923,6,10,2,4,2,1,1,7298,0,40,1,1
44,3,236746,4,14,3,2,1,1,1,10520,0,45,1,1
30,3,97933,7,12,2,8,3,1,2,0,1485,37,1,1
50,7,119099,6,10,2,2,2,1,1,0,0,99,1,1
41,2,83411,2,9,2,2,2,1,1,0,0,40,1,1
42,1,74334,4,14,2,1,2,4,1,0,0,40,1,1
34,3,192002,1,13,2,2,2,1,1,0,0,40,1,1
59,7,141326,8,11,3,4,1,1,1,0,0,50,1,1
26,3,164488,1,13,1,4,1,1,1,13550,0,50,1,1
39,1,171482,1,13,1,4,1,1,1,0,0,40,1,1
58,2,318106,2,9,2,2,2,1,1,0,0,40,1,1
44,1,165108,4,14,2,4,2,1,1,0,0,40,1,1
44,2,103111,11,15,2,4,2,1,1,0,0,60,1,1
34,3,226443,11,15,2,4,2,1,1,0,0,55,1,1
47,7,120131,1,13,2,2,2,1,1,0,0,50,2,1
51,2,183173,2,9,2,6,2,1,1,0,0,40,1,1
46,3,159869,1,13,2,2,2,1,1,0,0,40,1,1
50,2,57758,8,11,2,6,2,1,1,0,0,60,1,1
40,3,284303,6,10,2,2,3,1,2,7688,0,40,1,1
70,5,88638,4,14,1,4,5,1,2,7896,0,50,1,1
39,3,245053,1,13,2,4,2,1,1,0,0,50,1,1
52,5,155141,10,16,2,4,3,1,2,0,0,40,1,1
27,3,330132,1,13,2,11,3,1,2,0,0,40,1,1
35,5,258037,2,9,2,7,2,1,1,0,0,40,2,1
42,5,188291,1,13,2,13,2,1,1,0,1902,40,1,1
33,3,189368,6,10,2,8,2,2,1,0,0,40,1,1
33,3,159247,1,13,2,4,2,1,1,0,0,40,1,1
41,1,33126,1,13,2,9,2,1,1,0,0,40,1,1
43,4,32016,4,14,2,4,2,1,1,0,0,40,1,1
43,4,262233,1,13,3,2,1,1,1,0,0,40,1,1
49,3,246183,2,9,2,6,2,1,1,0,0,40,1,1
71,7,38822,4,14,2,2,2,1,1,99999,0,40,1,1
43,3,115178,8,11,2,1,3,1,2,0,0,40,1,1
32,3,273241,1,13,2,2,3,1,2,0,0,40,1,1
38,3,174717,1,13,2,6,2,1,1,0,0,50,1,1
51,7,54342,11,15,3,4,1,1,1,27828,0,60,1,1
28,3,37359,8,11,2,4,2,1,1,99999,0,50,1,1
30,3,154950,6,10,2,2,2,1,1,15024,0,60,1,1
40,3,356934,7,12,3,2,1,1,1,0,0,40,1,1
51,3,124963,1,13,2,6,2,1,1,0,0,40,1,1
38,7,244803,6,10,2,6,2,1,1,0,1485,60,2,1
40,2,173716,1,13,2,6,2,1,1,0,0,45,1,1
37,3,179481,1,13,2,10,2,1,1,0,0,40,1,1
38,7,275223,1,13,2,6,2,1,1,7688,0,40,1,1
39,3,129573,1,13,1,2,1,1,1,0,0,50,1,1
62,6,68461,10,16,2,12,2,4,1,0,0,40,1,1
35,3,66297,1,13,1,4,1,3,2,0,0,40,14,1
45,3,360393,4,14,2,2,2,1,1,0,1902,50,1,1
57,7,125000,11,15,2,4,2,1,1,0,0,35,1,1
33,5,511289,8,11,2,13,2,1,1,0,0,48,1,1
27,3,302406,6,10,2,6,2,1,1,0,0,40,1,1
35,2,181705,2,9,2,7,2,1,1,3103,0,40,1,1
31,2,162442,1,13,2,2,3,1,2,0,0,40,1,1
39,3,344743,6,10,2,1,4,2,2,0,0,50,1,1
50,3,129956,2,9,2,7,2,1,1,0,0,48,1,1
40,3,266803,7,12,3,2,1,1,2,0,0,40,1,1
36,5,191161,6,10,2,13,2,1,1,0,0,57,1,1
50,3,144361,2,9,2,10,2,1,1,0,0,50,1,1
25,3,102476,1,13,1,9,4,1,1,27828,0,50,1,1
49,3,34377,16,8,2,7,2,1,1,0,0,40,1,1
31,1,100863,4,14,3,2,5,1,2,0,0,50,1,1
26,3,86872,2,9,2,8,2,1,1,0,0,40,1,1
48,3,194772,7,12,2,6,2,1,1,0,1902,40,1,1
39,5,180686,4,14,2,4,2,1,1,0,1977,45,1,1
46,3,219021,2,9,2,8,2,1,1,15024,0,44,1,1
35,4,475324,1,13,2,2,2,1,1,0,0,40,1,1
59,3,115414,6,10,2,2,2,1,1,0,0,40,1,1
24,7,493034,2,9,1,5,1,2,1,13550,0,50,1,1
46,7,201865,11,15,2,4,2,1,1,0,0,60,1,1
24,5,452640,6,10,1,11,1,1,1,14344,0,50,1,1
44,3,172479,1,13,2,4,2,1,1,7688,0,40,1,1
55,2,183810,4,14,2,4,2,1,1,0,0,55,1,1
29,4,360527,4,14,2,4,2,1,1,0,0,40,1,1
41,3,179580,6,10,3,5,1,1,2,0,0,36,1,1
42,3,136986,2,9,2,2,2,1,1,0,0,35,1,1
47,2,213668,11,15,2,4,2,1,1,0,1977,50,1,1
50,3,213290,8,11,2,4,3,1,2,0,1887,36,1,1
52,3,181677,13,6,2,8,2,1,1,0,0,30,1,1
65,6,240857,1,13,2,12,2,1,1,0,2377,40,1,1
41,3,149909,2,9,2,7,2,1,1,0,1848,40,1,1
54,3,421561,6,10,2,4,2,1,1,0,0,40,1,1
46,5,222115,1,13,3,1,1,1,2,99999,0,40,1,1
73,3,148003,6,10,2,1,3,1,2,20051,0,36,1,1
37,3,538443,2,9,3,7,1,1,1,14344,0,40,1,1
42,3,383493,4,14,2,4,2,1,1,0,0,50,1,1
63,3,30813,4,14,2,4,2,1,1,0,0,50,1,1
37,7,99452,6,10,2,8,2,1,1,0,0,55,1,1
48,3,128460,2,9,2,7,2,1,1,0,0,42,1,1
51,3,162745,2,9,2,7,2,1,1,7298,0,50,1,1
42,5,238188,4,14,2,4,2,1,1,0,0,35,1,1
34,3,182274,6,10,2,2,3,1,2,0,1887,40,1,1
49,7,101722,11,15,2,4,2,1,1,0,0,60,1,1
49,4,110373,6,10,2,11,2,1,1,0,0,40,1,1
61,3,96660,6,10,2,1,3,1,2,15024,0,34,1,1
41,3,32878,1,13,2,4,2,1,1,0,0,45,1,1
47,7,332355,4,14,2,2,2,1,1,15024,0,50,1,1
33,3,170769,10,16,3,6,1,1,1,99999,0,60,1,1
53,3,48343,2,9,2,8,2,1,1,0,1902,40,1,1
36,7,242080,11,15,2,4,2,1,1,0,0,80,1,1
48,1,171926,11,15,2,4,2,1,1,15024,0,50,1,1
29,5,190525,1,13,2,4,2,1,1,0,1848,60,12,1
41,3,147206,16,8,2,3,2,1,1,0,0,40,1,1
42,3,511068,1,13,2,4,2,1,1,7688,0,40,1,1
32,1,400132,1,13,2,13,2,1,1,0,0,40,1,1
43,3,208277,4,14,2,4,3,1,2,0,0,45,1,1
42,3,227065,6,10,2,4,2,1,1,15024,0,32,1,1
53,3,123011,2,9,3,8,1,1,1,0,0,40,1,1
42,3,198096,6,10,2,5,2,1,1,0,0,40,1,1
31,3,159187,6,10,2,7,2,1,1,0,0,40,1,1
50,3,339954,8,11,2,7,2,1,1,0,0,40,1,1
47,7,173783,1,13,2,6,2,1,1,15024,0,60,1,1
74,3,211075,2,9,2,2,2,1,1,0,0,40,1,1
37,3,176756,6,10,2,1,2,2,1,0,1485,70,1,1
51,5,146325,10,16,2,4,2,1,1,0,1887,40,1,1
52,3,156953,2,9,2,3,2,1,1,0,0,40,1,1
47,3,102628,4,14,2,2,2,1,1,15024,0,55,1,1
53,3,386773,2,9,2,7,2,1,1,7298,0,40,1,1
38,3,241153,4,14,2,2,2,1,1,0,0,48,1,1
53,2,105478,1,13,2,2,2,1,1,0,2415,40,1,1
54,3,174102,6,10,1,2,1,1,1,0,0,40,1,1
33,3,312881,1,13,2,4,2,2,1,0,0,40,1,1
37,3,99146,1,13,2,2,2,1,1,0,1977,50,1,1
51,3,310774,11,15,2,4,2,1,1,0,0,50,1,1
41,4,207685,1,13,1,2,1,1,1,0,0,40,1,1
46,3,114032,6,10,2,11,2,1,1,0,1887,45,1,1
36,3,83089,12,3,2,10,2,1,1,7298,0,40,6,1
36,3,199739,2,9,2,8,2,1,1,7298,0,60,1,1
66,5,174486,10,16,2,4,2,2,1,20051,0,35,3,1
46,3,149388,1,13,2,7,2,1,1,0,0,40,1,1
30,3,26009,2,9,2,4,2,1,1,0,0,35,1,1
54,3,103345,8,11,2,2,2,1,1,0,0,40,1,1
47,3,123207,2,9,2,1,3,1,2,0,0,20,1,1
38,7,312232,6,10,2,6,2,1,1,0,0,50,1,1
39,3,272950,1,13,2,7,2,1,1,0,0,45,1,1
54,5,31533,4,14,2,1,2,1,1,7298,0,40,1,1
45,3,140644,10,16,3,4,1,1,1,0,0,45,1,1
27,5,230885,1,13,2,13,2,1,1,0,0,45,1,1
37,3,213841,6,10,2,7,2,1,1,0,0,50,1,1
36,2,138940,1,13,2,2,2,1,1,4386,0,50,1,1
34,2,29254,6,10,2,7,2,1,1,0,0,55,1,1
57,4,30030,2,9,2,7,2,2,1,0,0,40,1,1
48,3,20296,2,9,3,1,1,1,2,0,0,37,1,1
63,2,35021,1,13,2,4,2,3,1,0,1977,32,29,1
40,2,238574,11,15,2,4,2,1,1,0,0,55,1,1
40,3,192381,6,10,2,7,2,1,1,0,0,50,1,1
45,7,34091,1,13,2,2,2,1,1,0,0,38,1,1
30,3,151773,6,10,2,10,2,1,1,0,0,40,1,1
39,1,343646,1,13,3,13,1,1,1,0,0,40,6,1
42,2,198692,6,10,2,7,2,1,1,0,0,45,1,1
55,3,408537,5,5,3,7,5,1,2,99999,0,37,1,1
38,3,103323,6,10,2,7,2,1,1,7688,0,40,1,1
29,3,126060,2,9,2,6,3,1,2,0,0,40,1,1
40,2,26892,1,13,6,4,2,1,1,7298,0,50,1,1
51,3,25031,6,10,2,2,3,1,2,0,0,10,1,1
35,3,160120,4,14,2,2,2,3,1,0,0,50,1,1
53,7,134854,8,11,2,2,2,1,1,0,0,40,36,1
58,1,259929,10,16,1,2,1,1,2,0,0,43,1,1
47,2,159869,2,9,2,9,2,1,1,0,0,56,1,1
38,3,164050,6,10,2,13,2,2,1,0,0,40,1,1
37,5,218184,1,13,2,4,2,1,1,0,1887,40,1,1
71,6,177906,1,13,2,12,2,1,1,0,0,10,1,1
42,3,168103,1,13,2,2,2,1,1,0,0,40,1,1
49,3,281647,1,13,2,6,2,1,1,0,0,45,1,1
34,3,24266,8,11,2,7,2,1,1,7688,0,40,1,1
47,3,118972,2,9,2,8,2,1,1,0,0,50,1,1
69,6,106566,10,16,2,12,2,1,1,0,0,50,1,1
42,7,277256,10,16,2,4,2,1,1,0,1977,60,1,1
41,3,174395,4,14,2,4,2,1,1,0,0,40,1,1
42,3,149210,1,13,2,4,2,1,1,7298,0,45,1,1
52,3,99736,4,14,3,4,5,1,1,15020,0,50,1,1
36,3,284166,2,9,1,6,5,1,1,0,0,60,1,1
59,3,126677,6,10,2,2,2,1,1,0,0,50,1,1
39,3,85319,11,15,2,4,3,1,2,7688,0,60,1,1
38,3,186325,6,10,2,2,3,1,2,0,0,38,1,1
37,3,112497,11,15,2,4,2,1,1,0,0,50,1,1
60,3,93997,1,13,2,2,2,1,1,15024,0,45,1,1
43,3,221172,1,13,2,11,2,1,1,0,0,24,1,1
48,7,38240,2,9,2,9,2,1,1,0,0,40,1,1
38,3,101978,6,10,5,10,1,1,1,0,2258,55,1,1
30,1,48214,4,14,2,4,3,1,2,0,0,50,1,1
34,2,140011,11,15,2,4,2,1,1,0,0,55,1,1
48,3,166929,1,13,2,1,2,1,1,0,0,45,5,1
36,3,160035,6,10,2,2,2,1,1,0,0,55,1,1
63,6,29859,2,9,2,12,2,1,1,0,1485,40,1,1
31,1,75755,10,16,2,2,2,1,1,7298,0,55,1,1
59,3,109638,2,9,2,7,2,1,1,0,0,40,1,1
47,3,173938,1,13,2,2,2,1,1,0,0,57,1,1
36,1,196348,2,9,2,2,2,1,1,0,0,60,1,1
45,3,170846,8,11,2,2,3,1,2,0,0,40,1,1
42,7,188615,1,13,2,6,2,1,1,0,0,60,1,1
38,3,33975,2,9,2,2,6,1,1,0,0,40,1,1
61,3,84587,8,11,2,7,2,3,1,0,0,40,1,1
43,7,240504,6,10,2,2,2,1,1,0,0,70,1,1
67,7,330144,4,14,2,6,2,1,1,0,0,48,1,1
30,3,95299,2,9,2,10,2,3,1,0,0,40,38,1
53,1,104501,10,16,2,4,2,1,1,0,0,40,5,1
37,3,193689,8,11,2,10,2,1,1,0,0,42,1,1
35,1,184659,2,9,2,7,2,1,1,0,1485,40,1,1
37,1,29145,1,13,2,2,2,1,1,0,0,50,1,1
40,3,220589,6,10,2,6,3,1,2,0,0,40,1,1
44,2,197558,11,15,2,4,2,1,1,0,0,70,1,1
53,3,141388,2,9,2,8,2,1,1,0,0,40,1,1
58,3,314092,8,11,2,7,2,1,1,0,1887,48,1,1
